reviewed,entry type,key,author,editor,translator,title,year,pages,abstract,doi,volume,issn,journal,number,keywords,publisher,isbn,url,booktitle,shorttitle,eprint,arxivid,archiveprefix,pmid,annote,edition,address,type,month,series,institution,howpublished,organization,school,qualityassured,urldate,date,tags,file
,unpublished,2008LycheSpline,Tom Lyche and  Knut Morken,,,"Spline Methods.pdf","2008", , ,"10/undervisningsmateriale", , , , ,"computer graphics", , , , , , , , , ,"draft", , , , , , , , , , , , ,"computer graphics,#corrupted author",""
,book,2008DahlquistNumerical,Germund Dahlquist and  AAke Bjorck,,,"Numerical Methods in Scientific Computing, Volume I","2008", ,"This new book from the authors of the classic book Numerical Methods addresses the increasingly important role of numerical methods in science and engineering. More cohesive and comprehensive than any other modern textbook in the field, it combines traditional and well-developed topics with other material that is rarely found in numerical analysis texts, such as interval arithmetic, elementary functions, operator series, convergence acceleration, and continued fractions. Although this volume is self-contained, more comprehensive treatments of matrix computations will be given in a forthcoming volume. A supplementary Website contains three appendices: an introduction to matrix computations; a description of Mulprec, a MATLAB multiple precision package; and a guide to literature, algorithms, and software in numerical analysis. Review questions, problems, and computer exercises are also included. For use in an introductory graduate course in numerical analysis and for researchers who use numerical methods in science and engineering.","10.1137/1.9780898717785","2", , , , ,"Society for Industrial and Applied Mathematics","9780898716443","http://fmipa.umri.ac.id/wp-content/uploads/2016/03/Dahlquist///////%5C%5C_G.///////%5C%5C_Bjoerck///////%5C%5C_A.///////%5C%5C_Vol.1.///////%5C%5C_Numerical///////%5C%5C_methodBookZZ.org///////%5C%5C_.pdf","Numerical Methods in Scientific Computing, Volume I","Numerical Methods in Scientific Computing", , , , ,"From Duplicate 1 (Numerical Methods in Scientific Computing, Volume I - Dahlquist, Germund; Bj\""orck, \AAke)Google-Books-ID: 2i7TjgEACAAJ", , , , , , , , , , , , ,"#corrupted author",""
,collection,2012WieringReinforcement,,Marco Wiering and Martijn van Otterlo,,"Reinforcement learning: state-of-the-art", , , , ,"12", , , , ,"Springer","97836422764469783642276453", , ,"Reinforcement learning", , , , ,"OCLC: ocn768170254", , , , ,"Adaptation, learning, and optimization", , , , , , , ,"#no author",""
,article,CilimkovicNeural, Mirza Cilimkovic,,,"Neural Networks and Back Propagation Algorithm","2010","3--7","Neural Networks (NN) are important data mining tool used for classification and clustering. It is an attempt to build machine that will mimic brain activities and be able to learn. NN usually learns by examples. If NN is supplied with enough examples, it should be able to perform classification and even discover new trends or patterns in data. Basic NN is composed of three layers, input, output and hidden layer. Each layer can have number of nodes and nodes from input layer are connected to the nodes from hidden layer. Nodes from hidden layer are connected to the nodes from output layer. Those connections represent weights between nodes. This paper describes one of most popular NN algorithms, Back Propagation (BP) Algorithm. The aim is to show the logic behind this algorithm. Idea behind BP algorithm is quite simple, output of NN is evaluated against desired output. If results are not satisfactory, connection (weights) between layers are modified and process is repeated again and again until error is small enough. Simple BP example is demonstrated in this paper with NN architecture also covered. New implementation of BP algorithm are emerging and there are few parameters that could be changed to improve performance of BP.", , , ,"Fett.Tu-Sofia.Bg","July","artificial neural networks,back propagation algorithm,neural networks", , ,"http://fett.tu-sofia.bg/et/2006/ET2006 BOOK 1/Circuits and Systems/173 Paper-V_Skorpil.pdf", , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/CilimkovicNeural Neural Networks and Back Propagation Algorithm.pdf"
,book,1997MarcondesIniciacao, Danilo Marcondes,,,"Inicia\cc\~ao \`a hist\'oria da filosofia: Dos pr\'e-socr\'aticos a Wittgenstein", , ,"Resultado de mais de quinze anos dedicados ao ensino da filosofia, este verdadeiro guia da hist\'oria do pensamento ocidental situa pensadores e correntes filos\'oficas em seu contexto hist\'orico, discute id\'eias e conceitos e, quando necess\'ario, apresenta os textos mais relevantes dos fil\'osofos em quest\~ao, como o mito da caverna de Plat\~ao ou a tabela dos ju\'izos e categorias de Kant. Dividido cronologicamente em quatro partes - filosofia antiga, medieval, moderna e contempor\^anea -, ap\'os cada cap\'itulo o livro traz quadros sin\'oticos que recapitulam a mat\'eria estudada, uma sele\cc\~ao de leituras sugeridas, al\'em de propor quest\~oes e temas para discuss\~ao em sala de aula, o que refor\cca e traduz o car\'ater expressamente did\'atico da obra. Conta tamb\'em com \'indice remissivo.", , , , , , ,"Zahar", , , ,"Inicia\cc\~ao \`a hist\'oria da filosofia", , , , , , , , , , , , , , , , , ,"",""
,article,1995LacherNeural,R C Lacher and Pamela K Coats and Shanker C Sharma and  L Franklin Fant,,,"A neural network for classifying the financial health of a firm","1995","53--65","We present here a neural network applied to a universal business problem: the estimation of the future fiscal health of a corporation. The commonly used accounting and financial tool for such classification and prediction is a multiple discriminant analysis (MDA) of financial ratios. But the MDA technique has limitations based on its assumptions of linear separability, multivariate normality, and independence of the predictive variables. A neural network, being free from such constraining assumptions, is able to achieve superior results. Our neural network model is the Cascade-Correlation architecture recently developed by Scott E. Fahlman and Christian Lebiere at Carnegie Mellon University. This new approach solves the hidden architecture enigma encountered using other types of neural networks. Also, Cascade-Correlation manages error signals in a manner which significantly improves execution speed. Our research is the first to use Cascade-Correlation for corporate health estimation. \textcopyright1995.","10.1016/0377-2217(93)E0274-2","85","03772217","European Journal of Operational Research","1","Artificial intelligence,Classification,Forecasting,Neural network", , ,"http://linkinghub.elsevier.com/retrieve/pii/0377221793E02742", , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/1995 A neural network for classifying the financial health of a firm - Lacher et al..pdf"
,article,KamraPolicy,Nitin Kamra and Umang Gupta and Fei Fang and Yan Liu and  Milind Tambe,,,"Policy learning for continuous space security games using neural networks","2018","1103--1112","A wealth of algorithms centered around (integer) linear programming have been proposed to compute equilibrium strategies in security games with discrete states and actions. However, in practice many domains possess continuous state and action spaces. In this paper, we consider a continuous space security game model with infinite-size action sets for players and present a novel deep learning based approach to extend the existing toolkit for solving security games. Specifically, we present (i) OptGradFP, a novel and general algorithm that searches for the optimal defender strategy in a parameterized continuous search space, and can also be used to learn policies over multiple game states simultaneously; (ii) OptGradFP-NN, a convolutional neural network based implementation of OptGradFP for continuous space security games. We demonstrate the potential to predict good defender strategies via experiments and analysis of OptGradFP and OptGradFP-NN on discrete and continuous game settings.", , , ,"32nd AAAI Conference on Artificial Intelligence, AAAI 2018", , , ,"9781577358008", , , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/KamraPolicy Policy Learning for Continuous Space Security Games Using Neural Networks.pdf"
,article,ISI:000283606800005,Xinxing Luo and Chong Wu and Duska Rosenberg and  David Barnes,,,"Supplier selection in agile supply chains: An information-processing model and an illustration","2009","249--262","Agile supply chains need to be highly flexible in order to reconfigurequickly in response to changes in their environment. An effectivesupplier selection process is essential for this. This paper develops amodel that helps overcome the information-processing difficultiesinherent in screening a large number of potential suppliers in the earlystages of the selection process. Based on radial basis functionartificial neural network (RBF-ANN), the model enables potentialsuppliers to be assessed against multiple criteria using bothquantitative and qualitative measures. Its efficacy is illustrated usingempirical data from the Chinese electrical appliance and equipmentmanufacturing industries. (C) 2009 Elsevier Ltd. All rights reserved.","10.1016/j.pursup.2009.05.004","15","1478-4092","JOURNAL OF PURCHASING AND SUPPLY MANAGEMENT","4","Supplier selection; Agile supply chain; Artificial","ELSEVIER SCI LTD", , , , , , , , , , ,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Article","dec", , , , , , , , ,"",""
,article,2014LawMicroplastics,Kara Lavender Law and  Richard C Thompson,,,"Microplastics in the seas","2014","144--145", ,"10.1126/science.1254065","345","10959203","Science","6193", , , , , , , , , ,"25013051", , , , , , , , , , , , , ,"",""
,book,2013PavlinaAstral, Erin Pavlina,,,"Astral Projection Guidebook Mastering the Art of Astral Travel by Erin Pavlina", , ,"Learn to Master Astral Travel Would you like to walk through walls, fly around the world, reconnect with deceased loved ones, and explore time and space? Have you had a terrifying out of body encounter that left you fearful of ever exploring astral projection? Would you like to know how to travel the astral realms safely and protect yourself from unwanted projections? Whether you are a novice or an experienced astral traveler, the Astral Projection Guidebook will teach you how to master astral projection safely and effectively. In this guide, you'll learn how to: • Prepare yourself for a positive astral journey • Achieve separation from your body • Explore the astral realms – alone or with friends • Enjoy mind-blowing astral sex • Protect yourself from dark entities • Train to become an astral warrior Get ready to have fun exploring the astral realms!", , , , , , ,"CreateSpace Independent Publishing Platform","9781491246979", , ,"The Astral Projection Guidebook", , , , , ,"1 edition", , , , , , , , , , , ,"",""
,article,GiannakopoulosDeep,Petros Giannakopoulos and  Yannis Cotronis,,,"A Deep Q-Learning Agent for the L-Game with Variable Batch Training","2018","6","We employ the Deep Q-Learning algorithm with Experience Replay to train an agent capable of achieving a high-level of play in the L-Game while selflearning from low-dimensional states. We also employ variable batch size for training in order to mitigate the loss of the rare reward signal and significantly accelerate training. Despite the large action space due to the number of possible moves, the low-dimensional state space and the rarity of rewards, which only come at the end of a game, DQL is successful in training an agent capable of strong play without the use of any search methods or domain knowledge.", , ,"23318422","arXiv", , , , , , , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/Deep Learning/A Deep Q-Learning Agent for the L-Game with Variable Batch Training - Giannakopoulos.pdf"
,article,ISI:000296592600022,Henry Arguello and  Gonzalo R Arce,,,"Code aperture optimization for spectrally agile compressive imaging","2011","2400--2413","Coded aperture snapshot spectral imaging (CASSI) provides a mechanismfor capturing a 3D spectral cube with a single shot 2D measurement. Inmany applications selective spectral imaging is sought since relevantinformation often lies within a subset of spectral bands. Capturing andreconstructing all the spectral bands in the observed image cube, tothen throw away a large portion of this data, is inefficient. To thisend, this paper extends the concept of CASSI to a system admittingmultiple shot measurements, which leads not only to higher quality ofreconstruction but also to spectrally selective imaging when thesequence of code aperture patterns is optimized. The aperture codeoptimization problem is shown to be analogous to the optimization of aconstrained multichannel filter bank. The optimal code apertures allowthe decomposition of the CASSI measurement into several subsets, eachhaving information from only a few selected spectral bands. The richtheory of compressive sensing is used to effectively reconstruct thespectral bands of interest from the measurements. A number ofsimulations are developed to illustrate the spectral imagingcharacteristics attained by optimal aperture codes. (C) 2011 OpticalSociety of America","10.1364/JOSAA.28.002400","28","1084-7529","JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION","11", ,"OPTICAL SOC AMER", , , , , , , , , , ,"2010 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036 USA","Article","nov", , , , , , , , ,"",""
,article,PingpingZhu2013,Jose Pingping Zhu and e C Principe and Pingping Zhu and  Jose C Principe,,,"KERNEL RECURRENT SYSTEM TRAINED BY REAL-TIME RECURRENT LEARNING ALGORITHM","2013","3572--3576", , , , ,"Computer Engineering", ,"forecasting", ,"9781479903566", , , , , , , , , , , , , , , , , , , , ,"forecasting,#corrupted author",""
,inproceedings,2018KimKorean,Juntae Kim and Heejin Choi and Jinuk Park and Minsoo Hahn and Sangjin Kim and  Jong Jin Kim,,,"Korean singing voice synthesis system based on an LSTM recurrent neural network","2018","1551--1555","Singing voice synthesis (SVS) systems generate the singing voice from a musical score. Similar to the text-to-speech synthesis (TTS) field, SVS systems have also been greatly improved since the deep neural network (DNN) framework was introduced. Although they share many parts of the framework, the main difference between TTS and SVS systems is that the feature composing method, between linguistic and musical features, is important for SVS systems. In this paper, we propose a Korean SVS system based on a long-short term memory recurrent neural network (LSTM-RNN). At the feature composing stage, we propose a novel composing method, based on Korean syllable structure. At the synthesis stage, we adopt LSTM-RNN for the SVS. According to our experiments, our composed feature improved the naturalness of the voice, specifically in any part that has to be pronounced for a long time. Furthermore, LSTM-RNN outperformed the DNN based SVS system in both quantitative and qualitative evaluations.","10.21437/Interspeech.2018-1575","2018-Septe","19909772", , ,"Singing voice synthesis,Speech synthesis","International Speech Communication Association", , ,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH", , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/Sound/2018 Korean Singing Voice Synthesis Based on an LSTM Recurrent Neural Network - Kim et al..pdf"
,inproceedings,2016MoraesCruzLula,Rafael Oscar De Moraes Cruz and Marcelo Becher Rosa and Celso Cesar Moreira Branco and Jorge Oscar De Santanna Pizarro and  Celso Tarcisio De Souza Silva,,,"Lula NE Pilot Project - An ultra-deep success in the Brazilian pre-salt","2016","4673--4693","This paper presents the successful history of Lula NE Pilot Project, a challenging megaproject with an aggressive time-driven schedule, faster than industry average, that demanded new technology development in a scenario of uncertainty. The area is part of the supergiant Lula field, located in the pre-salt region of Santos Basin, Southeast Brazil, 300 km off the coast of Rio de Janeiro state, in 2000 m water depth. It is a joint venture with Petrobras as the Operator, and BG E&P Brasil and Petrogal Brasil as partners. The project was designed as a Pilot aiming to test some new concepts for the production development in the pre-salt area. In terms of subsea gathering system, an innovative concept was deployed, combining flexible flowlines lying on sea floor, with rigid steel catenary risers (SCR) supported by a buoy positioned 250 m below sea level. The drainage plan considered eight oil producers, some of them with intelligent completion, one gas/CO2 injection well and five water alternating gas (WAG) injectors (two subsea WAG manifolds were also installed). A balanced approach between data acquisition and facilities flexibility made possible to face the many reservoir and production uncertainties. Details of the development concept will be discussed, as well as the main results obtained so far, highlighting the strategies adopted in order to mitigate risks and the influence of the acquired information to the following projects in the area. The chartered FPSO Cidade de Paraty started production in June 2013, with an oil capacity of 120,0 bpd, and a gas plant able to process up to 5 million m3/d of gas with 35% content of CO2. Despite all challenges faced, the project was delivered on time, with plateau attained in September 2014.","10.4043/27297-ms","5","01603663", , , ,"Offshore Technology Conference","9781510824294", ,"Proceedings of the Annual Offshore Technology Conference", , , , , , , , , , , , , , , , , , ,"#corrupted author","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Pre Sal/2016 Lula NE Pilot Project - An Ultra-Deep Success in the Brazilian Pre-Salt - de Moraes Cruz et al..pdf"
,book,2014KoenigSpectral, David M Koenig,,,"Spectral Analysis of Musical Sounds with Emphasis on the Piano","2015", ,"This book addresses the analysis of musical sounds from the viewpoint of someone at the intersection among physicists, engineers, piano technicians, and musicians.","10.1093/acprof:oso/9780198722908.001.0001", , , , , ,"Oxford University Press","9780198722908", ,"Spectral Analysis of Musical Sounds with Emphasis on the Piano", , , , , , , , , ,"nov", , , , , , , , ,"",""
,article,Xu2015,Wenduan Xu and Michael Auli and  Stephen Clark,,,"CCG supertagging with a recurrent neural network","2015","250--255","Recent work on supertagging using a feed-forward neural network achieved signifi-cant improvements for CCG supertagging and parsing (Lewis and Steedman, 2014). However, their architecture is limited to considering local contexts and does not naturally model sequences of arbitrary length. In this paper, we show how di-rectly capturing sequence information us-ing a recurrent neural network leads to fur-ther accuracy improvements for both su-pertagging (up to 1.9%) and parsing (up to 1% FI), on CCGBank, Wikipedia and biomedical text.","10.3115/v1/p15-2041","2", ,"ACL-IJCNLP 2015 - 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing of the Asian Federation of Natural Language Processing, Proceedings of the Conference","2014","sentence classification","Association for Computational Linguistics","9781941643730","https://doi.org/10.3115/v1/p15-2041", , , , , , , , , , , , , , , , , , , ,"sentence classification","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/2015 CCG Supertagging with a Recurrent Neural Network - Xu et al..pdf"
,article,2018IshikawaGeometric,Ai Ishikawa and Dominik L Michels and  Takaharu Yaguchi,,,"Geometric-integration tools for the simulation of musical sounds","2018","511--540","During the last decade, much attention has been given to sound rendering and the simulation of acoustic phenomena by solving appropriate models described by Hamiltonian partial differential equations. In this contribution, we introduce a procedure to develop appropriate tools inspired from geometric integration in order to simulate musical sounds. Geometric integrators are numerical integrators of excellent quality that are designed exclusively for Hamiltonian ordinary differential equations. The introduced procedure is a combination of two techniques in geometric integration: the semi-discretization method by Celledoni et al. (J Comput Phys 231:6770–6789, 2012) and symplectic partitioned Runge–Kutta methods. This combination turns out to be a right procedure that derives numerical schemes that are effective and suitable for computation of musical sounds. By using this procedure we derive a series of explicit integration algorithms for a simple model describing piano sounds as a representative example for virtual instruments. We demonstrate the advantage of the numerical methods by evaluating a variety of numerical test cases.","10.1007/s13160-017-0292-6","35","1868937X","Japan Journal of Industrial and Applied Mathematics","2","Acoustic phenomena,Acoustic simulation,Geometric integration,Musical sounds,Partitioned Runge–Kutta methods,Separable Hamiltonian system,Sound rendering,Sound simulation,Symplectic integration,Virtual instruments,Virtual piano", , , , , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Acoustics/Musical/2018 Geometric-integration tools for the simulation of musical sounds - Ishikawa et al..pdf"
,article,2008SudeshSustainability,Kumar Sudesh and  Tadahisa Iwata,,,"Sustainability of biobased and biodegradable plastics","2008","433--442","Advances in science and technology have resulted in the rapid development of modern society, which is clearly unsustainable because of the strain it places on current resources. The energy and materials needed to sustain the present society are derived primarily from non-renewable fossil resources, which will be depleted at some point. Plastics are one example of an important commodity in the modern lifestyle. While plastics are undoubtedly superior materials in terms of their costs, processability and functional properties, they are currently derived from fossil resources and they are not readily assimilated by the various ecosystems upon disposal. The search for biodegradable plastics that are derived from renewable resources has been ongoing since the 1970s. Two of the most promising biobased plastics, i.e., polylactic acid and polyhydroxyalkanoates, have received much attention as potential alternatives to existing processes. This article will discuss the current status and sustainability of these two next generation biobased plastics by taking into consideration the raw materials required, as well as the post-consumption effects of these materials on the environment. In addition, important issues surrounding the development and sustainability of biobased and biodegradable plastics will be highlighted. \textcopyright2008 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim.","10.1002/clen.200700183","36","18630650","Clean - Soil, Air, Water","5-6","Biobased content,Biodegradable polymers,Poly(lacticacid) (PLA),Polyhydroxyalkanoate (PHA),Sustainability", , , , , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Sustentabilidade/2008 Sustainability of Biobased and Biodegradable Plastics - Sudesh and Iwata.pdf"
,article,Nayebi,Aran Nayebi and  Matt Vitelli,,,"GRUV: Algorithmic Music Generation using Recurrent Neural Networks","2015","1--6","We compare the performance of two different types of recurrent neural networks (RNNs) for the task of algorithmic music generation, with audio waveforms as input. In particular, we focus on RNNs that have a sophisticated gating mecha-nism, namely, the Long Short-Term Memory (LSTM) network and the recently introduced Gated Recurrent Unit (GRU). Our results indicate that the generated outputs of the LSTM network were significantly more musically plausible than those of the GRU.", , , ,"Deep Learning for Natural Language Processing", , , ,"9783531943084","https://web.stanford.edu/$\sim$anayebi/projects/CS_224D_Final_Project_Writeup.pdf", , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/NayebiGruva GRUV_ Algorithmic Music Generation Using Recurrent Neural Networks.pdf"
,article,2018MukhometzianovCapsnet,Rinat Mukhometzianov and  Juan Carrillo,,,"CapsNet comparative performance evaluation for image classification","2018", ,"Image classification has become one of the main tasks in the field of computer vision technologies. In this context, a recent algorithm called CapsNet that implements an approach based on activity vectors and dynamic routing between capsules may overcome some of the limitations of the current state of the art artificial neural networks (ANN) classifiers, such as convolutional neural networks (CNN). In this paper, we evaluated the performance of the CapsNet algorithm in comparison with three well-known classifiers (Fisherfaces, LeNet, and ResNet). We tested the classification accuracy on four datasets with a different number of instances and classes, including images of faces, traffic signs, and everyday objects. The evaluation results show that even for simple architectures, training the CapsNet algorithm requires significant computational resources and its classification performance falls below the average accuracy values of the other three classifiers. However, we argue that CapsNet seems to be a promising new technique for image classification, and further experiments using more robust computation resources and refined CapsNet architectures may produce better outcomes.", , ,"23318422","arXiv", ,"Capsule Networks,Convolutional Neural Networks,Image Classification", , ,"http://arxiv.org/abs/1805.11195", , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/CapsNet comparative performance evaluation for image classification - Mukhometzianov and Carrillo.pdf"
,article,ISI:000078667300001,L M Meade and  J Sarkis,,,"Analyzing organizational project alternatives for agile manufacturing processes: an analytical network approach","1999","241--261","The objective of this paper is to introduce a decision methodology andstructure for manufacturing land organizational) agility improvement.The methodology allows for the evaluation of alternatives (e.g.projects) to help organizations become more agile, with a specificobjective of improving the manufacturing business processes. An agileenterprise is one whose processes are designed to respond effectively tounanticipated change. One of the difficulties in designing and analysingbusiness processes, in general, is that they are operational designsthat need to incorporate strategic attributes. In order to evaluatealternatives that impact the business processes, a networkedhierarchical analysis model based on the various characteristics ofagility, is proposed. This evaluation model will be based on theanalytic network process methodology for solving complex and systemicdecisions. An actual example of a small manufacturing enterpriseprovides some managerial insights into the methodology.","10.1080/002075499191751","37","0020-7543","INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH","2", ,"TAYLOR & FRANCIS LTD", , , , , , , , , , ,"ONE GUNPOWDER SQUARE, LONDON EC4A 3DE, ENGLAND","Article","jan", , , , , , , , ,"",""
,book,2006FarinCurves, G Farin,,,"Curves and Surfaces for Computational Aided Geometric Design, A Practical Guide","1997", , , , , , , , ,"Morgan Kaufmann Publ","9781558607378", , ,"Curves and surfaces for CAGD", , , , ,"OCLC: 254200301","5. ed., [N", , , ,"The Morgan Kaufmann series in computer graphics and geometric modeling", , , , , , , ,"",""
,book,2004MccorduckMachines,Michael J Apter and  Pamela McCorduck,,,"Machines Who Think: A Personal Inquiry into the History and Prospects of Artificial Intelligence","1982","242","first truly successful AI software","10.2307/1574702","15","0024094X", ,"3","Artificial intelligence,History","A.K. Peters","9781568812052", ,"Leonardo","Machines who think", , , , , ,"25th anniv", , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Artificial Intelligence/2004 Machines who think - a personal inquiry into the history and prospects of - McCorduck.pdf"
